variant,scene_id,seed,source_kind,error_mode,scenario_sha256,N,K,T,T_over_K,move_m,localization_move,n_measure,n_clear,n_clear_ok,n_optical_fallback,n_cover_visited,failure,all_certified,n_probe,n_replan,planner_wall_s,wall_s,discovery_measure,discovery_no_signal,refine_measure,refine_no_signal,measure_s,clear_s,movement_s,after_last_clear_s,failed_clears,switches,accounting_residual_s,full_success,certificate_max_distance_m,certificate_hull_margin_m,event_sha256
probe_loose,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6668.629132993378,606.2390120903071,23918.145664966894,8814.376126601497,308,13,11,0,25,,True,6,54,1.0968205000390299,1.169811200001277,285,274,23,1,1823.9999999999993,60.999999999999744,4783.629132993378,953.538801216504,2,284,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,3e63f4809068d838f1a2bf9290be629e258e190a8f1b206a32e5de61b69e380e
early120,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6668.629132993378,606.2390120903071,23918.145664966894,8814.376126601497,308,13,11,0,25,,True,6,54,1.077500199986389,1.1450522000086494,285,274,23,1,1823.9999999999993,60.999999999999744,4783.629132993378,953.538801216504,2,284,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,3e63f4809068d838f1a2bf9290be629e258e190a8f1b206a32e5de61b69e380e
early220,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6607.103307991886,600.6457552719896,23660.516539959426,8603.378027059294,305,14,11,0,25,,True,6,55,0.9175474001967814,0.9838884999917354,282,271,23,2,1811.0000000000005,64.00000000000105,4732.103307991885,1296.9730950603362,3,286,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,a8f13e35c910f93f613d9be7c3b4cbcc95d3e701269c6c3c46591f89c9edb413
center_route,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6980.941910044388,634.6310827313081,24749.70955022193,7934.064443078365,330,16,11,0,25,,True,9,56,1.1171158000652213,1.1851412999967579,305,294,25,4,1960.9999999999995,70.00000000000094,4949.941910044386,567.9683427663003,5,311,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,39961b49d00f383fcf9a16622846c5dcf5ad4b7a71db320d6ac53ed286fa3a12
finish_source,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,8428.783745211123,766.2530677464657,31038.91872605562,12029.460969492282,362,23,11,0,25,,True,0,80,1.1848812999669462,1.2452256999968085,329,318,33,1,2130.000000000002,90.99999999999922,6207.783745211121,0.0,12,320,0.0,True,943.0121947375769,17.74943008678929,c4a0d58a507a84da879df817943a6b74a693c976aef35cf329267d7620a046e6
every_stop,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,9620.57767777215,874.5979707065591,25222.88838886073,8606.891605965291,757,17,11,0,25,,True,6,62,0.962465100135887,1.112214299995685,730,719,27,2,4503.000000000002,73.00000000000072,5044.577677772147,930.4799150242798,6,718,3.637978807091713e-12,True,943.0121947375769,17.74943008678929,b93f92ce0bf443460db1df59853639aa3970c9f6089325ee55c3177162a6ad71
baseline,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6534.69420533647,502.6687850258823,23078.471026682342,8361.581092561684,311,16,13,0,25,,True,5,63,1.1197826999414247,1.176448199985316,283,270,28,1,1845.0000000000011,74.00000000000027,4615.694205336469,426.665006451487,3,290,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,39df31a6be81a560d85628971a6c7153ddcb41c7cd62ea3590c06492cfb21e17
nearest,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7256.874635515171,558.2211258088593,26544.373177575857,9851.633108162127,315,19,13,0,25,,True,6,68,0.9924788000644185,1.049451200000476,284,271,31,2,1864.9999999999993,82.99999999999936,5308.87463551517,966.0872367967131,6,290,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,3708d6131f1e6533d7c6f70a70da6cb617cbef1d28d10bd2b540e5b0a81daaf4
compact,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6581.92245189874,598.3565865362491,23434.612259493697,8710.36144988054,309,14,11,0,25,,True,6,56,0.9503910998464562,1.01008589999401,285,274,24,1,1831.0000000000002,64.00000000000026,4686.92245189874,928.3777412171585,3,286,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,a9ff4113dce212201c507e1c3528f050d4e8f475eb49c72a8ef4a15c13afd1f2
full_compact,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6358.738617782954,578.0671470711776,22423.69308891477,7584.13719537845,304,16,11,0,25,,True,8,57,0.9854978999355808,1.0450531999813393,279,268,25,3,1804.0000000000005,70.0000000000006,4484.738617782953,682.649311913463,5,284,0.0,True,943.0121947375769,2.074856830987301,4be3773d02c19a4aff3dfa03106743e6b113f9d5c5897d401878c64f2e57044d
reuse,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6588.339291966916,506.79533015130124,23346.696459834566,8023.041821660783,311,16,13,0,25,,True,6,62,1.2120954001729842,1.2687945000070613,283,270,28,1,1845.000000000002,74.00000000000048,4669.339291966914,426.665006451487,3,290,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,7fca3e5689b2f7d7f4dad5cebd6531fc8d349c0e71b44d0a340b6998161bdef9
proxy_compact,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6909.400166044302,628.1272878222093,24392.000830221503,7917.590568800785,330,16,11,0,25,,True,9,56,1.1734165000380017,1.2491215000045486,305,294,25,4,1960.9999999999995,70.00000000000082,4878.400166044301,554.5792925475071,5,311,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,0e41d6be5b66262a98cbcb1c201be5fdd443faf765c306c1e16472592372d26e
early160,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6993.410452551619,537.9546501962784,25247.0522627581,8565.020816384127,313,20,13,0,25,,True,7,68,1.421007300086785,1.4969564999919385,282,269,31,2,1857.999999999999,86.00000000000016,5049.4104525516195,489.1745462402605,7,293,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,986d9b964d8592263962b96b87ea242caa85fe012a0e01212d26ae0c77b7fc03
proxy_reuse_early_compact,mixed_endpoint_10000,10000,mixed,endpoint,ea32df438d254b96f1f422344eb32ad37b2991e070fba32fb105c0e1bd9186ec,11,11,6412.693147872661,582.9721043520601,22023.465739363302,6298.030714712842,325,18,11,0,25,,True,8,52,1.2516270000196528,1.3271302000212017,305,294,20,0,1931.9999999999998,75.99999999999972,4404.693147872661,905.8819439548333,7,307,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,04c17ee93907d3eac7ab1c9a4f3a191279181adf05c3e7433c7c9f4db86a81eb
nearest_reuse,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7256.874635515171,558.2211258088593,26544.373177575857,9851.633108162127,315,19,13,0,25,,True,6,68,1.2574005999194924,1.3297776999825146,284,271,31,2,1864.9999999999993,82.99999999999936,5308.87463551517,966.0872367967131,6,290,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,8cc18c7cee57991759fc65d5616c6edcc97a2dd9b968bae1ef1457d00367ad98
nearest_early,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7533.33217643185,579.4870904947577,27981.660882159256,11799.909451500138,313,18,13,0,25,,True,7,64,1.1117463000118732,1.192979799991008,284,271,29,3,1856.9999999999982,79.99999999999868,5596.3321764318525,570.7240489497735,5,292,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,77123ab96a6593c9c3d3a0936d530151ae817f2e834c4687b1a1d221621ef5ab
full,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7533.33217643185,579.4870904947577,27981.660882159256,11799.909451500138,313,18,13,0,25,,True,7,64,1.2652283998613711,1.3487933999858797,284,271,29,3,1856.9999999999982,79.99999999999868,5596.3321764318525,570.7240489497735,5,292,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,e35084012eb77b6bd7b89a70079c6d43dbd8179c6010155b36dbb969d0da0b01
reuse_early,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6987.260301415952,537.4815616473809,25216.301507079766,8624.246011741774,313,20,13,0,25,,True,8,67,1.893288800114533,2.000325900007738,282,269,31,2,1857.9999999999995,86.00000000000075,5043.260301415952,489.1745462402605,7,293,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,bd7bfaec045c0940be1c5c61098f34473ccda06c48ecea6afe5ae32851170fb9
probe_loose,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6514.889718602484,501.14536296942185,22969.44859301241,8252.55865889175,312,15,13,0,25,,True,7,61,1.9607259000767954,2.04930990000139,283,270,29,2,1850.0000000000016,71.00000000000054,4593.889718602482,426.665006451487,2,290,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,5e97328df9ac35b5cdea22a177ac4122e1e3824ab570156a47b5562a94eb798c
probe_off,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7287.772629533772,560.5978945795209,26418.863147668886,9920.621755995402,324,21,13,0,25,,True,0,81,2.5201179999567103,2.600685900019016,288,275,36,1,1914.999999999999,88.99999999999905,5283.772629533775,489.1745462402605,8,295,-5.4569682106375694e-12,True,943.0121947375769,17.74943008678929,f30f5f0ac182ec4fb7f39f2bf8ee61683f36d39f479d076b9cf8c7f649a6589f
probe_strict,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7151.218147000174,550.093703615398,25796.090735000897,9311.720993016548,323,19,13,0,25,,True,4,74,2.199548599863192,2.297490700002527,288,275,35,1,1908.999999999999,82.99999999999905,5159.218147000177,489.1745462402605,6,294,-5.4569682106375694e-12,True,943.0121947375769,17.74943008678929,2e5909819c0ec2af94cd829175c7113be67253139bdc89d1305742984b007e7b
early120,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6962.2940702875885,535.5610823298146,25066.470351437947,8383.163822497312,314,20,13,0,25,,True,7,69,2.104777800006559,2.2184018999978434,282,269,32,2,1862.9999999999995,86.00000000000044,5013.2940702875885,489.1745462402605,7,293,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,2731ebf76d1f6411d3a0be91f2b05bd0b3fe8e2aa1c02b9a43772c6a2d86b442
early220,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6949.76394038649,534.5972261835761,25048.819701932458,8267.141483614587,312,20,13,0,25,,True,8,66,1.98941029998241,2.1008507999940775,282,269,30,2,1853.9999999999995,86.00000000000013,5009.7639403864905,489.1745462402605,7,294,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,ad215ee16a206ab986ac43a0a1c087f4947880acb12dd2eb651089cddc1ccbc0
center_route,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7037.322827995959,541.3325252304584,26411.614139979793,10999.762978787017,284,16,13,0,25,,True,8,63,2.0957170001638588,2.192065299983369,253,240,31,6,1681.000000000001,73.99999999999967,5282.3228279959585,0.0,3,261,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,931ddb54ca579f3cc41dabc7441bb778f51d3dd92afa6e7ab5137a6162a446d7
finish_source,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7865.206412234136,605.0158778641643,30051.032061170667,12276.422301624416,303,16,13,0,25,,True,0,71,1.6038090998190455,1.7130860000033863,272,259,31,4,1781.0000000000011,74.0000000000002,6010.206412234136,906.5562687080328,3,266,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,026448b9e36e1a54c5c2c130dfb66906a44c3221774e0813bdbc86ec6458a623
compact,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6445.740108109212,495.8261621622471,22528.700540546048,8378.925066929725,314,18,13,0,25,,True,6,67,1.6784442000207491,1.7656554999994114,283,270,31,2,1860.000000000002,80.00000000000014,4505.74010810921,417.665006451487,5,290,2.7284841053187847e-12,True,943.0121947375769,2.074856830987301,0820d465281202756489c74cc48e3ccbf5d7aa14525bdda228770454064eb9f4
every_stop,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,8896.803586545217,684.3695066573243,25474.01793272608,7282.597342162995,627,17,13,0,25,,True,10,58,1.0884666999045294,1.237729099986609,600,587,27,1,3724.999999999999,77.00000000000126,5094.803586545216,567.15085303245,4,590,0.0,True,943.0121947375769,17.74943008678929,537092929cdc07a8dba62dd5a20b5cc2e25af08d924b14c338316af676206109
proxy_compact,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6928.3618587352885,532.9509122104068,25911.809293676437,10901.967611588621,283,15,13,0,25,,True,8,61,1.5601113000302576,1.635396600002423,253,240,30,6,1675.0000000000007,71.00000000000038,5182.361858735287,0.0,2,260,9.094947017729282e-13,True,943.0121947375769,2.074856830987301,06dcf8fe353fb803aa7d44144c1ed7da23782d2cc179971133b7eaa7fe99d41e
proxy_reuse_early_compact,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,6809.6183624031455,523.8167971079342,25228.091812015726,11133.809382667117,284,18,13,0,25,,True,8,62,1.6149225000990555,1.6945626999950036,255,242,29,7,1683.9999999999986,80.00000000000146,5045.618362403145,0.0,5,264,0.0,True,943.0121947375769,2.074856830987301,37efb96d3d77875a555339fe6a673f6c129d15d6eb2eb83e90044d94e4238614
full_compact,mixed_endpoint_10001,10001,mixed,endpoint,7c02f83f62299988f3f50a5f0d4de8c0c5aa610034174a35aef5de357b4fcb12,13,13,7201.213229205178,553.9394791696291,26451.0661460259,10481.739248652808,309,17,13,0,25,,True,8,58,0.9934542001283262,1.0637002000003122,284,271,25,1,1833.9999999999984,76.99999999999864,5290.21322920518,0.0,4,289,-1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,8fd946d668cde4f696b4c8a6fce0b31dd9e39fab3c2557592345a0e92300d195
nearest,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5182.073123055094,323.87957019094335,20280.36561527547,16091.812409706445,175,23,16,0,13,,True,8,76,1.8583374000445474,1.9129729999986012,126,110,49,1,1025.0000000000007,101.00000000000033,4056.0731230550923,0.0,7,150,0.0,True,943.0121947375769,17.74943008678929,447c03bc1eac721a0437f31982e0902fa427bed6d7f6534fd9adb550c83f2468
baseline,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6180.4778390450365,386.2798649403148,25157.38919522516,17369.262728087888,179,23,16,0,18,,True,5,79,2.05175949994009,2.117315699986648,135,119,44,1,1048.0000000000016,101.00000000000072,5031.477839045033,0.0,7,153,4.547473508864641e-12,True,943.0121947375769,17.74943008678929,560f929c3d984fd94604dea0411acee4c63fc354b5da101a565032a774791056
reuse,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5691.926217268192,355.745388579262,20969.631086340956,12608.424651162539,236,24,16,0,18,,True,10,73,2.071949099889025,2.1425452000112273,193,177,43,0,1394.0000000000016,103.99999999999872,4193.92621726819,0.0,8,214,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,9b1b210dfd59dca4f01c50862b64a1b858524e2046884c048a19233f0e058441
early160,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6041.763351263093,377.6102094539433,23518.816756315453,15723.32061070953,209,23,16,0,16,,True,13,68,1.6922918000782374,1.766089999990072,166,150,43,2,1237.0000000000014,101.00000000000018,4703.763351263092,0.0,7,192,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,25833aeb19353fcaf4f4f5f2e5d340b3b27dd4837d43d32465cd953c15939fd6
nearest_reuse,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5384.895164580465,336.55594778627903,20894.475822902317,16357.94473399259,188,24,16,0,14,,True,9,78,2.0510492999164853,2.109963800001424,138,122,50,1,1102.0000000000018,103.99999999999996,4178.895164580464,0.0,8,162,9.094947017729282e-13,True,943.0121947375769,17.74943008678929,d0de494052a63c5e0d30df05161ae8d5586f54bf0abd89558c6d8281eeb2cc5a
nearest_early,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5680.3792589355,355.02370368346874,20811.8962946775,14136.630834917954,239,24,16,0,17,,True,9,76,1.610152999870479,1.6786722000106238,194,178,45,0,1414.000000000001,104.0000000000006,4162.379258935498,0.0,8,219,0.0,True,943.0121947375769,17.74943008678929,bde2b46442ee79f39cc8e19c0c54b4cc7bcdd10bce3607f4fd16ce755b7c13fd
full,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6024.746124510657,376.54663278191606,23913.730622553274,13721.422171463142,194,23,16,0,22,,True,11,73,1.437917699891841,1.5012088000075892,154,138,40,2,1141.0000000000018,100.99999999999953,4782.746124510657,0.0,7,171,1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,52b3084b8c3eb164377b53306abda60e85cfef9dcd6d0d2f141a986c582b86be
reuse_early,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6372.570076061485,398.28562975384284,24172.85038030741,14440.586354061561,242,25,16,0,19,,True,15,69,1.8464296001766343,1.9205161000136286,200,184,42,1,1431.0000000000016,107.00000000000166,4834.570076061484,0.0,9,221,3.637978807091713e-12,True,943.0121947375769,17.74943008678929,185abaef8b5e2923b3aa3f416246c4f73b435643c3325acd328c3b139e2fad2b
probe_off,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6083.584116751068,380.22400729694175,24747.920583755324,16800.924532061734,177,21,16,0,18,,True,0,80,2.168278500030283,2.2119586000044364,135,119,42,1,1039.000000000001,95.00000000000037,4949.584116751066,0.0,5,154,3.637978807091713e-12,True,943.0121947375769,17.74943008678929,6909c1fa4dc247d6005f1c635160f098e80b67f1fe9f849d7f5881f414ccf37d
probe_strict,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6150.8455801792325,384.42784876120203,25049.227900896134,17156.699195516267,178,22,16,0,18,,True,4,78,2.2121500999492127,2.279965699999593,135,119,43,1,1043.000000000002,98.00000000000115,5009.845580179229,0.0,6,153,5.4569682106375694e-12,True,943.0121947375769,17.74943008678929,c367720a1017bd88d2d5ad4849a8a61875acabfa3a5695d5a93dbeccf5e16b7c
probe_loose,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6178.000143514397,386.1250089696498,25110.00071757196,17298.715993659476,180,23,16,0,18,,True,7,78,2.076058800012106,2.139183099992806,135,119,45,1,1055.0000000000016,101.00000000000098,5022.000143514393,0.0,7,155,5.4569682106375694e-12,True,943.0121947375769,17.74943008678929,3a967724a47e13acbea14d7f05c7cb3ea5d3ea1881f8bfd5d6bb4849de102490
early120,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6283.197556757604,392.69984729735023,25665.987783788005,17174.28356118481,179,23,16,0,17,,True,10,80,2.1536077998462133,2.23002849999466,128,112,51,5,1049.0,101.00000000000131,5133.197556757606,0.0,7,154,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,88c29cfa850bd15d8cfe79e2c1dc56d8ea8d359f12ac06ec0b9f8d469c9b62e4
early220,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5905.620476393739,369.1012797746087,22383.1023819687,11531.616516582071,223,23,16,0,19,,True,15,63,1.641368400043575,1.7249288999882992,186,170,37,1,1327.9999999999993,100.99999999999979,4476.62047639374,0.0,7,213,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,bd86dd2fd0d9cc634e09f7395474d0e9a361da121ff0a9650f0b8d7f6c0ab9a4
finish_source,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,7612.859015262327,475.80368845389546,32304.29507631164,21732.5575995028,182,23,16,0,17,,True,0,83,1.8585313998919446,1.9085491999867372,138,122,44,0,1051.0,100.99999999999943,6460.859015262328,0.0,7,141,0.0,True,943.0121947375769,17.74943008678929,06a79c1e54ef78b42172aa445b3cf97703ad4f2f0d53073b9fc30077bf167cde
center_route,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5979.521831116798,373.7201144447999,23152.609155584003,13125.691645583103,209,28,16,0,22,,True,12,77,2.2198918001085985,2.297039800003404,169,153,40,1,1232.999999999998,116.0000000000004,4630.5218311168,0.0,12,188,-2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,5e845ee0508ccb53b11735930819a04bdbf430e29b1921c2a10e39f59f452a93
baseline,mixed_endpoint_10003,10003,mixed,endpoint,9486a8518f51ff5319dcff5021f5cc138f1fee7c8a6d384273d068cb85e3783b,12,12,6865.88993294661,572.1574944122175,23424.449664733063,9659.55156639848,356,14,12,0,25,,True,3,62,1.1323729997966439,1.2073383000097238,329,317,27,2,2114.999999999998,65.99999999999957,4684.889932946612,0.0,2,335,-2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,680ad0a1b3a999de45dcde2931353d4d9275f7d20f70d8096736fcb3c769f561
compact,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6570.9528137272555,410.68455085795347,26264.76406863628,15949.159734890378,207,24,16,0,21,,True,8,84,2.3874177998222876,2.463358300010441,159,143,48,3,1213.9999999999995,104.00000000000087,5252.952813727255,0.0,8,179,0.0,True,943.0121947375769,2.074856830987301,1ebe970ec86f1d89e13b1b0b55922dfd72cba43e85b4067158fd6ebce721a9f4
every_stop,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,6776.680977698726,423.54256110617035,18023.404888493613,12411.441332456816,517,22,16,0,14,,True,11,61,1.6897104000090621,1.8418218000151683,480,464,37,0,3074.0000000000023,98.00000000000108,3604.680977698722,0.0,6,489,2.7284841053187847e-12,True,943.0121947375769,17.74943008678929,1f3413449144231454ddab2f3cf37fd5687e3c5ddfde984f6033d656cd8c4a78
nearest,mixed_endpoint_10003,10003,mixed,endpoint,9486a8518f51ff5319dcff5021f5cc138f1fee7c8a6d384273d068cb85e3783b,12,12,7048.305756398557,587.3588130332131,24321.528781992794,10213.016081942918,356,16,12,0,25,,True,1,66,0.9681097998982295,1.0374717999948189,329,317,27,2,2111.9999999999973,71.99999999999972,4864.305756398558,0.0,4,332,-1.8189894035458565e-12,True,943.0121947375769,17.74943008678929,722b48cb34bc5107d39c2a00ee9372316ed2f027b1bf14a1f397693462c57271
proxy_compact,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5683.011437802147,355.1882148626342,21590.05718901074,11054.332900925521,212,26,16,0,22,,True,14,70,1.7867661999189295,1.8554948000237346,175,159,37,1,1254.999999999999,110.00000000000092,4318.011437802145,0.0,10,195,-9.094947017729282e-13,True,943.0121947375769,2.074856830987301,b039eb7cb2aebb81d44386e5bd5f4a2f20fb3dbdc35e74154716a0c683039a37
reuse,mixed_endpoint_10003,10003,mixed,endpoint,9486a8518f51ff5319dcff5021f5cc138f1fee7c8a6d384273d068cb85e3783b,12,12,6763.572919274958,563.6310766062464,23007.86459637479,8438.59665050159,353,13,12,0,25,,True,5,56,1.0141084000933915,1.0815357999817934,329,317,24,2,2098.999999999999,63.00000000000061,4601.5729192749595,0.0,1,334,-9.094947017729282e-13,True,943.0121947375769,17.74943008678929,90ad3afddffb7806985cbd4c65ab3563cd8fa6aad71d1105f9559aac87e5ee8f
proxy_reuse_early_compact,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5666.547989815362,354.1592493634601,21497.7399490768,13605.139632756558,212,26,16,0,16,,True,12,65,1.8340953000006266,1.898600799991982,174,158,38,2,1257.0000000000005,110.00000000000037,4299.54798981536,0.0,10,197,1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,7a7211cd1b064077ec0921c6fb274991c7ac8d18c08749d84b61280d6b646218
full_compact,mixed_endpoint_10002,10002,mixed,endpoint,f1f281afb2e1a12618108ffe1444552d32ff3ae84594462be4d4c76426148b03,16,16,5937.826812245681,371.11417576535507,23479.134061228397,13649.473126257155,194,23,16,0,22,,True,11,73,1.4087222999078222,1.4648839000146836,154,138,40,2,1141.000000000001,100.99999999999947,4695.826812245682,0.0,7,171,1.8189894035458565e-12,True,943.0121947375769,2.074856830987301,45880cd3840eae5a7c3ce7356b5be083f85c7571798653b7f624590bd1ec5b0d
